word,time origin,end point,1976-1,1976-10,1976-11,1976-12,1976-2,1976-3,1976-4,1976-5,1976-6,1976-7,1976-8,1976-9,1977-1,1977-10,1977-11,1977-12,1977-2,1977-3,1977-4,1977-5,1977-6,1977-7,1977-8,1977-9,1978-1,1978-10,1978-11,1978-12,1978-2,1978-3,1978-4,1978-5,1978-6,1978-7,1978-8,1978-9,1979-1,1979-10,1979-11,1979-12,1979-2,1979-3,1979-4,1979-5,1979-6,1979-7,1979-8,1979-9,1980-1,1980-10,1980-11,1980-12,1980-2,1980-3,1980-4,1980-5,1980-6,1980-7,1980-8,1980-9,1981-1,1981-10,1981-11,1981-12,1981-2,1981-3,1981-4,1981-5,1981-6,1981-7,1981-8,1981-9,1982-1,1982-10,1982-11,1982-12,1982-2,1982-3,1982-4,1982-5,1982-6,1982-7,1982-8,1982-9,1983-1,1983-10,1983-11,1983-12,1983-2,1983-3,1983-4,1983-5,1983-6,1983-7,1983-8,1983-9,1984-1,1984-10,1984-11,1984-12,1984-2,1984-3,1984-4,1984-5,1984-6,1984-7,1984-8,1984-9,1985-1,1985-10,1985-11,1985-12,1985-2,1985-3,1985-4,1985-5,1985-6,1985-7,1985-8,1985-9,1986-1,1986-10,1986-11,1986-12,1986-2,1986-3,1986-4,1986-5,1986-6,1986-7,1986-8,1986-9,1987-1,1987-10,1987-11,1987-12,1987-2,1987-3,1987-4,1987-5,1987-6,1987-7,1987-8,1987-9,1988-1,1988-10,1988-11,1988-12,1988-2,1988-3,1988-4,1988-5,1988-6,1988-7,1988-8,1988-9,1989-1,1989-10,1989-11,1989-12,1989-2,1989-3,1989-4,1989-5,1989-6,1989-7,1989-8,1989-9,1990-1,1990-10,1990-11,1990-12,1990-2,1990-3,1990-4,1990-5,1990-6,1990-7,1990-8,1990-9,1991-1,1991-10,1991-11,1991-12,1991-2,1991-3,1991-4,1991-5,1991-6,1991-7,1991-8,1991-9,1992-1,1992-10,1992-11,1992-12,1992-2,1992-3,1992-4,1992-5,1992-6,1992-7,1992-8,1992-9,1993-1,1993-10,1993-11,1993-12,1993-2,1993-3,1993-4,1993-5,1993-6,1993-7,1993-8,1993-9,1994-1,1994-10,1994-11,1994-12,1994-2,1994-3,1994-4,1994-5,1994-6,1994-7,1994-8,1994-9,1995-1,1995-10,1995-11,1995-12,1995-2,1995-3,1995-4,1995-5,1995-6,1995-7,1995-8,1995-9,1996-1,1996-10,1996-11,1996-12,1996-2,1996-3,1996-4,1996-5,1996-6,1996-7,1996-8,1996-9,1997-1,1997-10,1997-11,1997-12,1997-2,1997-3,1997-4,1997-5,1997-6,1997-7,1997-8,1997-9,1998-1,1998-10,1998-11,1998-12,1998-2,1998-3,1998-4,1998-5,1998-6,1998-7,1998-8,1998-9,1999-1,1999-10,1999-11,1999-12,1999-2,1999-3,1999-4,1999-5,1999-6,1999-7,1999-8,1999-9,2000-1,2000-10,2000-11,2000-12,2000-2,2000-3,2000-4,2000-5,2000-6,2000-7,2000-8,2000-9,2001-1,2001-10,2001-11,2001-12,2001-2,2001-3,2001-4,2001-5,2001-6,2001-7,2001-8,2001-9,2002-1,2002-10,2002-11,2002-12,2002-2,2002-3,2002-4,2002-5,2002-6,2002-7,2002-8,2002-9,2003-1,2003-10,2003-11,2003-12,2003-2,2003-3,2003-4,2003-5,2003-6,2003-7,2003-8,2003-9,2004-1,2004-10,2004-11,2004-12,2004-2,2004-3,2004-4,2004-5,2004-6,2004-7,2004-8,2004-9,2005-1,2005-10,2005-11,2005-12,2005-2,2005-3,2005-4,2005-5,2005-6,2005-7,2005-8,2005-9,2006-1,2006-10,2006-11,2006-12,2006-2,2006-3,2006-4,2006-5,2006-6,2006-7,2006-8,2006-9,2007-1,2007-10,2007-11,2007-12,2007-2,2007-3,2007-4,2007-5,2007-6,2007-7,2007-8,2007-9,2008-1,2008-10,2008-11,2008-12,2008-2,2008-3,2008-4,2008-5,2008-6,2008-7,2008-8,2008-9,2009-1,2009-10,2009-11,2009-12,2009-2,2009-3,2009-4,2009-5,2009-6,2009-7,2009-8,2009-9
cppene,1990-3,2002-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93846584341,,,,,1.9267867542,2.00776761897,1.97306769426,,,1.9724237237,,,2.0047850979,1.95371514732,,,,,,2.05614703294,,,,,2.03109744488,,,,,,,,2.02373780388,,,,,,,,,,,2.08326015486,,,,,,,,,,,,,,,,2.05418341353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.20172730006,,,,,,2.20609744763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
csvtcg,1991-12,2004-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90636608114,,1.95076241906,,1.94247490009,,,1.93527159691,,,,,1.9226217674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1062357867,,,,,,,,,,,,2.11815557182,,,,,,,,,,,,,,,,,,2.08022070434,,,,,,,,,,,,,,,,,,,,,,,2.18681373442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24392615659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0870,1993-10,2000-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00213396026,1.95063635444,2.01237718242,,,,1.94433154001,,,,,,,2.01210127091,,,,,,2.01050828456,,,,,,,,2.01269400353,2.03108517474,2.01104012719,,,,2.0215246568,2.04126849917,,,,,,,,,2.08936917056,,2.06473948417,,,,,2.12031029754,2.07187271607,2.08886613538,,2.05832700074,2.10515889585,2.03679765994,,,,,,2.13724831723,2.07377775722,2.08286882265,2.09021261439,,,,,,,,,,2.10852327683,,2.12079738418,,,,,,,,,,,,2.15667056013,2.13346495879,,2.11875271286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d612,1989-4,1996-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8786038023,,,,,,,,,1.91383471396,,,1.91357798718,,,,,,,,,,1.85721289895,,,,,,,,,,,,,,,,,,,,,1.98968084377,,,,,1.98890360927,,,1.93037162072,,,,,,,1.9877663661,,,,,,,,,2.05126165713,,,,,,,,,,,,,,,,,,2.03526567483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddcyd,1984-11,1999-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74063501645,,,,,,,,,,,1.71123835788,,,1.79503798484,,,,,1.79068314073,1.72579046034,1.77126446669,,,1.80122165176,,,,1.78420443194,,,,1.77221827752,1.78950581299,,,1.88110103968,,,,1.87830041813,,,,,1.86264827001,,,,,,1.88489349169,,,,,,1.86447985412,,,1.92209653907,,,,,,,,,1.90969439811,,,,,1.96649686003,,,,,,,,,,,,2.02354586944,,,,,,,,,,,,,,,,,,,,,,2.06196787295,,,,,,,,2.00759063758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15443695748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dgavp,1980-3,1997-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4609532908,,1.46094986267,,,,,,,,,,,,,,,,,,,,,,,,,1.55346093698,,,,,1.68194175028,,,,,1.64503241082,,,,,,,,,,,,,,,,,,,,,1.77002343547,1.70056129976,,,,,,,,,1.75719162403,,1.77567390522,,,,,,,,1.7390551522,,,,,,,,1.7296044502,1.80034340709,1.71918736101,,,,,,,,,,,,1.76714475319,,,,,1.88870181119,,,,,,1.90329686898,,,,,,,,1.90383586037,1.90233440259,,,,,1.89338074832,,1.88931166461,,,,1.8977798046,,,,,,,,,,,,,,,,1.96765389396,,,,1.92143381805,,,,,,,,,,,,,,,,,,,,,,,2.00951883352,,2.0578606769,,,,,,,,,,,,,,,,,,,,,,,,2.11185015069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dianhydrogalactitol,1976-10,2000-2,,1.48002683892,,,,,,,,,,1.49572042077,,,,,,,,,,1.40061887741,,,,,,,,,,,,,,,,,,,,,1.47042710319,1.43704611389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55702605301,,,1.54320891285,,,,,,,,,,,,,,,,1.66111811697,,,,,,,,,,,,,,,,,,,,,,,,1.71486490372,,,,,,,,1.73781256321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diazobenzyloxymethyl,1977-12,1989-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4589879791,,,,1.51305591319,1.55460354263,,1.47266677257,,,,1.46344651862,,1.51656372933,,1.51039338824,,,,,,1.50467190117,,,,,,,,,,,,,,,1.54781433649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doxacurium,1988-10,2004-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77023220382,,,,,1.80164403708,,,,,1.79113070987,,,,1.90941739051,,1.83543944941,,,,,,,,1.91922620841,1.88285295302,,1.88138458367,,,,,,,1.90738368291,,1.92261086472,,,1.90539731243,,,,,,,,,,,,,,,,1.95857027129,1.92328395012,1.91901685601,,,,,,,1.96229479461,,,1.99767671668,,1.96867532296,,1.98425127056,2.03486082281,1.99653631356,,,,,,2.01014317343,,,,,,2.0315049277,,,2.00879376165,2.03763530374,,2.05283540129,,,2.02102398616,2.03327069668,,,,2.04827180572,2.05602226875,2.05358332832,2.03871810391,,,,,,,,,2.06153436132,,,,,2.02505008655,,,,,,,,2.10793205665,,,2.12829290471,,,,,,,,,2.13390384953,,,,,,2.12545961752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dqw3,1985-11,2004-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71913254604,1.76162434182,,,1.71347450469,,,,1.70782270754,1.73538966223,1.70282606897,1.75520734621,,,,1.72823880112,1.75983928156,,1.76336509229,,1.72599319448,1.73412454243,1.71521819231,,1.73074954107,,,1.73864238641,1.74094500143,1.73908881127,,1.72147957753,,1.76379142201,1.74971010888,,1.7881439584,,,,,1.77472847363,,1.76024674596,1.79245777117,1.79579556172,,1.8924657882,,1.9223050432,,1.87013214357,,,,,1.86178303757,,,1.9116314132,,,,,1.90681835174,,,1.87723194165,1.87705213946,,1.88150822087,1.92678540417,,1.96075805197,,,,1.89522482172,,,1.91490233137,,1.91314831924,,,,,,1.96735823019,,,,1.94316733285,,,,,,,,,,,,,,,,,2.04755882125,,,,,,,,,,,,,,,,,2.04136267964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drw11,1985-3,2004-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74650497092,,,,,1.72101054883,,,,,,,,,,,,,,,1.76451466699,,,,1.79122029319,,,,,,,,,1.79356633078,,,,1.91645512306,,,,,,,,1.90016942172,,,1.85721060154,,1.9005097603,,1.90616460231,1.87999919531,,1.87103766697,,1.90615698317,1.89412084669,1.89846057834,,,1.88854639179,1.89723947836,,,,1.87722366826,1.90886138534,,,,,,,,1.97815430645,,,,,,,,,,,,,,,,,,,,2.01321309168,,1.99365777755,,,,2.02027742893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08429915253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drw4,1978-11,1996-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43910117752,1.49796638665,,,,1.45814077221,,,,,1.44720473606,,,,1.51511784382,,,,,,,,1.47464371247,1.50200346281,,,,,,,,,,,,,,,,,,,,,,,1.55005490505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drw52a,1988-1,1995-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75858602405,,,,,,,,,,,,,1.87979182473,,1.91668723281,,,,,,,,,,,,,1.89874433226,,,,,,,,1.88311933206,,,,1.90666148108,,,,,,,,,,,,,,,,,1.90744054955,1.93390074622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dtlet,1983-3,2001-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74951646936,,,,,,,,,,,,,,,1.71633541741,1.6860076828,,,,,1.69604579696,,1.74359010541,,,,,,,1.69830275711,,,,,,1.82711217216,,,,,1.79433539387,1.72707225552,1.77258298224,1.75651913805,,1.80335249551,,,,,,,,,1.79615724345,1.79514577236,1.85909102268,1.89271829721,1.88971064836,,,,,,,1.84740747314,1.86876896212,1.89397540495,,,,,,1.91378816755,,,,,,,,,,1.95545336639,,,,1.89690708,1.9325434758,,1.91838500635,,,1.98164601049,,,,1.93806710945,,1.93683069052,,,,,,1.98922935223,,,,,,,,,,,,,,,,2.00555654862,,,,1.9822824214,2.00307214496,,,,,,,,,,,,2.02025213066,,,,,2.11280010635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16879077234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duromedics,1985-12,2003-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76752432146,,,,,,,,,,,,,,,,,,,,,,,,1.81415340966,,,1.76565582414,,,,,,,1.79938862845,1.78608918383,,1.77939518906,,,1.77056404509,,,,,,1.89166806399,,,,,,,,,,,,,,,,,,,,,,1.90391103051,,,,,,,,,,,,,,,,1.97721224767,,1.94092515507,,,1.97290545199,,,,,,,,,,,,1.99675988078,,,,,,,,,,2.0145921264,,,,,,,,,,,,,,,2.00446334758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14083598485,,,,2.08688367466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dxs304,1989-11,1996-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87992150053,,,,,,,,1.86034407351,,,,,,1.89766012335,,,1.87605412784,,1.87389963618,,,,,,,,,,,,,,,,,1.95946256056,,,,,,,,1.94190051119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01030523252,,,,,,,,,,,,,,,2.06901158405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easf,1989-3,1996-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86986199323,,,,,,,,,,,,,,1.8661231117,,,,,,,1.90618541193,,1.90048807462,,,,,,,,,,,,1.9316090652,,,,,,,,,,,,,,,,,,,1.98753842077,,,,,,,,,,,,1.99853469751,,,,,,,,2.00364871723,,,,,,,,,,,,,,,2.06001374031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebrotidine,1992-12,2004-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96521551312,,1.91730161396,,,1.93684119267,1.92240014254,,,,,,2.00332300819,,,,1.9465920916,1.97700332233,,1.97263095161,1.97803539322,,,2.0132012957,,2.0023612965,2.00317755355,,1.98115973837,2.01882072216,,,2.00072876756,,2.05733830488,2.03099607582,2.10031519382,,,2.02982631935,,,2.00132787459,,2.02370254286,,,,,,,,,2.08224423104,,,2.07333051555,2.04704544695,,,,,,1.8648689174,2.06309833807,,2.04589831338,,2.07959152823,,,,,,2.10846470368,2.11339114335,,,,2.09479434889,,,2.14791315438,,,,,2.10275003062,,2.14456411597,,,2.11513564885,,,,,,2.15272896418,,,,,,2.16457619336,2.13705269114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecok,1979-1,2001-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42949459061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71370143318,1.76270747558,,,1.70949583565,,1.71959417531,1.69178299536,,,,,,,,,,,,,,,,,,,,,,,,,,1.76565600567,,1.79241873857,,,,,,1.7621223885,,1.7687193259,,,,,,,,,,1.85967895334,1.91081453683,,,,,,,,,1.91378816755,,,,,,,,,,,,,1.9197017324,,,,,,1.91473535904,1.97099742913,,,,,,,,1.931080673,,,,,,,,,,,,,,,,,,2.05250588672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03045060963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecothiopate,1977-5,1998-8,,,,,,,,,,,,,,,,,,,,1.44529636875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58921958739,,,,,,,,,,1.64226433097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90152737556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99222672134,,,,,,,,,2.02096243605,,,,,,,,,,2.03346059219,,,,,,,,,,,,,,,,2.06300028206,,,,,,,,,,,,2.10350041332,,,,2.12273012719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endoflagella,1976-9,2003-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73025422822,1.76760682077,,,,,,,,,,,,1.8115084578,1.73964916008,,,,,,,,1.74888336578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94231803701,,,,,,,,,,,,,,,,,,,,,,,1.9590339453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06551285681,,,,2.02215823635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18741745365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ethacizin,1985-4,1994-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70698755159,,,,,,1.69493259169,,1.7263140162,,,1.72582955208,1.73771694279,,1.75983527807,1.70295468632,1.72884670377,1.737469637,,,,,,1.74834980472,,,,,,,,,,,,1.78556365181,,,,,,,,,1.88240431664,,,1.87374725137,,,,1.85428376081,,,,,,,,,,,1.92062007034,,,,,,,,1.90949547429,,,,,,,,,,,,,,,,1.95185923129,,,,,,,,,,,,,,,,,,,,,1.99227640579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
